,Unnamed: 0,Unnamed: 1,files,labels,true_labels,pred_labels,label_diffs,ra,dec
20,PCC_Bg,1197,sdss_ra=49.4487_dec=41.3384-label=0.png,0,0,0,0,49.4487,41.3384
21,PCC_Bg,4507,sdss_ra=49.8832_dec=41.3043-label=0.png,0,0,0,0,49.8832,41.3043
22,PCC_Bg,640,sdss_ra=49.3541_dec=41.4703-label=0.png,0,0,0,0,49.3541,41.4703
23,PCC_Bg,988,sdss_ra=49.4142_dec=41.3882-label=0.png,0,0,1,-1,49.4142,41.3882
24,PCC_Bg,1741,sdss_ra=49.5319_dec=41.5225-label=0.png,0,0,0,0,49.5319,41.5225
25,PCC_Bg,1688,sdss_ra=49.5236_dec=41.5182-label=0.png,0,0,0,0,49.5236,41.5182
26,PCC_Bg,3233,sdss_ra=49.726_dec=41.2954-label=0.png,0,0,0,0,49.726,41.2954
27,PCC_Bg,1405,sdss_ra=49.4815_dec=41.434-label=0.png,0,0,0,0,49.4815,41.434
28,PCC_Bg,836,sdss_ra=49.3893_dec=41.5721-label=0.png,0,0,0,0,49.3893,41.5721
29,PCC_Bg,595,sdss_ra=49.347_dec=41.5718-label=0.png,0,0,0,0,49.347,41.5718
30,PCC_Bg,4213,sdss_ra=49.8498_dec=41.6619-label=0.png,0,0,1,-1,49.8498,41.6619
31,PCC_Bg,5386,sdss_ra=49.9985_dec=41.3856-label=0.png,0,0,0,0,49.9985,41.3856
32,PCC_Bg,1591,sdss_ra=49.5094_dec=41.5135-label=0.png,0,0,0,0,49.5094,41.5135
33,PCC_Bg,2927,sdss_ra=49.6876_dec=41.226-label=0.png,0,0,0,0,49.6876,41.226
34,PCC_Bg,1616,sdss_ra=49.5132_dec=41.3783-label=0.png,0,0,0,0,49.5132,41.3783
35,PCC_Bg,4966,sdss_ra=49.9435_dec=41.6033-label=0.png,0,0,0,0,49.9435,41.6033
36,PCC_Bg,1781,sdss_ra=49.5392_dec=41.4577-label=0.png,0,0,0,0,49.5392,41.4577
37,PCC_Bg,1221,sdss_ra=49.4525_dec=41.5851-label=0.png,0,0,0,0,49.4525,41.5851
38,PCC_Bg,1386,sdss_ra=49.4783_dec=41.5175-label=0.png,0,0,0,0,49.4783,41.5175
39,PCC_Bg,56,sdss_ra=49.2565_dec=41.4396-label=0.png,0,0,0,0,49.2565,41.4396
40,PCC_Bg,109,sdss_ra=49.2669_dec=41.5264-label=0.png,0,0,0,0,49.2669,41.5264
41,PCC_Bg,4968,sdss_ra=49.9437_dec=41.3786-label=0.png,0,0,0,0,49.9437,41.3786
42,PCC_Bg,4038,sdss_ra=49.8286_dec=41.2883-label=0.png,0,0,0,0,49.8286,41.2883
43,PCC_Bg,1939,sdss_ra=49.5669_dec=41.3688-label=0.png,0,0,0,0,49.5669,41.3688
44,PCC_Bg,765,sdss_ra=49.3757_dec=41.3132-label=0.png,0,0,0,0,49.3757,41.3132
45,PCC_Bg,1794,sdss_ra=49.5411_dec=41.5389-label=0.png,0,0,1,-1,49.5411,41.5389
46,PCC_Bg,3407,sdss_ra=49.7463_dec=41.6377-label=0.png,0,0,0,0,49.7463,41.6377
47,PCC_Bg,2604,sdss_ra=49.6469_dec=41.4505-label=0.png,0,0,0,0,49.6469,41.4505
48,PCC_Bg,869,sdss_ra=49.3925_dec=41.5647-label=0.png,0,0,0,0,49.3925,41.5647
49,PCC_Bg,570,sdss_ra=49.3431_dec=41.5987-label=0.png,0,0,0,0,49.3431,41.5987
50,PCC_Bg,2461,sdss_ra=49.6309_dec=41.2656-label=0.png,0,0,0,0,49.6309,41.2656
51,PCC_Bg,591,sdss_ra=49.3464_dec=41.4658-label=0.png,0,0,0,0,49.3464,41.4658
52,PCC_Bg,2112,sdss_ra=49.5907_dec=41.6753-label=0.png,0,0,0,0,49.5907,41.6753
53,PCC_Bg,5256,sdss_ra=49.9834_dec=41.4553-label=0.png,0,0,0,0,49.9834,41.4553
54,PCC_Bg,5100,sdss_ra=49.9579_dec=41.2971-label=0.png,0,0,0,0,49.9579,41.2971
55,PCC_Bg,1966,sdss_ra=49.5705_dec=41.4591-label=0.png,0,0,0,0,49.5705,41.4591
56,PCC_Bg,1580,sdss_ra=49.5082_dec=41.4069-label=0.png,0,0,0,0,49.5082,41.4069
57,PCC_Bg,4871,sdss_ra=49.9322_dec=41.6483-label=0.png,0,0,1,-1,49.9322,41.6483
58,PCC_Bg,5427,sdss_ra=50.0051_dec=41.6557-label=0.png,0,0,0,0,50.0051,41.6557
59,PCC_Bg,1207,sdss_ra=49.4508_dec=41.5244-label=0.png,0,0,0,0,49.4508,41.5244
60,PCC_Bg,10,sdss_ra=49.242_dec=41.4454-label=0.png,0,0,0,0,49.242,41.4454
61,PCC_Bg,3440,sdss_ra=49.7513_dec=41.2058-label=0.png,0,0,0,0,49.7513,41.2058
62,PCC_Bg,674,sdss_ra=49.36_dec=41.3234-label=0.png,0,0,0,0,49.36,41.3234
63,PCC_Bg,1866,sdss_ra=49.5539_dec=41.502-label=0.png,0,0,0,0,49.5539,41.502
64,PCC_Bg,1514,sdss_ra=49.4978_dec=41.6188-label=0.png,0,0,0,0,49.4978,41.6188
65,PCC_Bg,2759,sdss_ra=49.6684_dec=41.258-label=0.png,0,0,0,0,49.6684,41.258
66,PCC_Bg,773,sdss_ra=49.3766_dec=41.5364-label=0.png,0,0,0,0,49.3766,41.5364
67,PCC_Bg,513,sdss_ra=49.3329_dec=41.4999-label=0.png,0,0,0,0,49.3329,41.4999
68,PCC_Bg,1826,sdss_ra=49.5475_dec=41.5225-label=0.png,0,0,0,0,49.5475,41.5225
69,PCC_Bg,5086,sdss_ra=49.9564_dec=41.3138-label=0.png,0,0,0,0,49.9564,41.3138
70,PCC_Bg,4909,sdss_ra=49.9366_dec=41.7691-label=0.png,0,0,0,0,49.9366,41.7691
71,PCC_Bg,827,sdss_ra=49.3881_dec=41.3949-label=0.png,0,0,0,0,49.3881,41.3949
72,PCC_Bg,2382,sdss_ra=49.623_dec=41.7693-label=0.png,0,0,0,0,49.623,41.7693
73,PCC_Bg,816,sdss_ra=49.3855_dec=41.3037-label=0.png,0,0,1,-1,49.3855,41.3037
74,PCC_Bg,4327,sdss_ra=49.8625_dec=41.6234-label=0.png,0,0,0,0,49.8625,41.6234
75,PCC_Bg,366,sdss_ra=49.3083_dec=41.5094-label=0.png,0,0,0,0,49.3083,41.5094
76,PCC_Bg,1211,sdss_ra=49.4511_dec=41.3201-label=0.png,0,0,0,0,49.4511,41.3201
77,PCC_Bg,3158,sdss_ra=49.7175_dec=41.6788-label=0.png,0,0,0,0,49.7175,41.6788
78,PCC_Bg,2194,sdss_ra=49.6028_dec=41.5367-label=0.png,0,0,0,0,49.6028,41.5367
79,PCC_Bg,1466,sdss_ra=49.4898_dec=41.5315-label=0.png,0,0,0,0,49.4898,41.5315
80,PCC_Bg,2834,sdss_ra=49.6769_dec=41.3202-label=0.png,0,0,0,0,49.6769,41.3202
81,PCC_Bg,1991,sdss_ra=49.5756_dec=41.4865-label=0.png,0,0,0,0,49.5756,41.4865
82,PCC_Bg,493,sdss_ra=49.3303_dec=41.5381-label=0.png,0,0,0,0,49.3303,41.5381
83,PCC_Bg,2817,sdss_ra=49.6743_dec=41.3287-label=0.png,0,0,0,0,49.6743,41.3287
84,PCC_Bg,1848,sdss_ra=49.5511_dec=41.4042-label=0.png,0,0,0,0,49.5511,41.4042
85,PCC_Bg,2350,sdss_ra=49.6199_dec=41.6827-label=0.png,0,0,0,0,49.6199,41.6827
86,PCC_Bg,2078,sdss_ra=49.5877_dec=41.3917-label=0.png,0,0,0,0,49.5877,41.3917
87,PCC_Bg,3699,sdss_ra=49.7875_dec=41.5292-label=0.png,0,0,0,0,49.7875,41.5292
88,PCC_Bg,1622,sdss_ra=49.5144_dec=41.6052-label=0.png,0,0,0,0,49.5144,41.6052
89,PCC_Bg,996,sdss_ra=49.4158_dec=41.3219-label=0.png,0,0,0,0,49.4158,41.3219
90,PCC_Bg,2030,sdss_ra=49.5811_dec=41.3339-label=0.png,0,0,0,0,49.5811,41.3339
91,PCC_Bg,2818,sdss_ra=49.6744_dec=41.3395-label=0.png,0,0,0,0,49.6744,41.3395
92,PCC_Bg,214,sdss_ra=49.2828_dec=41.3936-label=0.png,0,0,0,0,49.2828,41.3936
93,PCC_Bg,669,sdss_ra=49.3594_dec=41.3355-label=0.png,0,0,0,0,49.3594,41.3355
94,PCC_Bg,5407,sdss_ra=50.0018_dec=41.6806-label=0.png,0,0,0,0,50.0018,41.6806
95,PCC_Bg,3189,sdss_ra=49.7208_dec=41.5487-label=0.png,0,0,0,0,49.7208,41.5487
96,PCC_Bg,3087,sdss_ra=49.7092_dec=41.7048-label=0.png,0,0,0,0,49.7092,41.7048
97,PCC_Bg,953,sdss_ra=49.407_dec=41.3729-label=0.png,0,0,0,0,49.407,41.3729
98,PCC_Bg,3461,sdss_ra=49.7545_dec=41.3027-label=0.png,0,0,0,0,49.7545,41.3027
99,PCC_Bg,1377,sdss_ra=49.4776_dec=41.384-label=0.png,0,0,0,0,49.4776,41.384
100,PCC_Bg,3285,sdss_ra=49.7314_dec=41.5563-label=0.png,0,0,0,0,49.7314,41.5563
101,PCC_Bg,4285,sdss_ra=49.8577_dec=41.3264-label=0.png,0,0,0,0,49.8577,41.3264
102,PCC_Bg,4514,sdss_ra=49.8839_dec=41.7175-label=0.png,0,0,0,0,49.8839,41.7175
103,PCC_Bg,5264,sdss_ra=49.9842_dec=41.2138-label=0.png,0,0,0,0,49.9842,41.2138
104,PCC_Bg,1190,sdss_ra=49.4477_dec=41.575-label=0.png,0,0,0,0,49.4477,41.575
105,PCC_Bg,3045,sdss_ra=49.7029_dec=41.7359-label=0.png,0,0,0,0,49.7029,41.7359
106,PCC_Bg,3312,sdss_ra=49.7345_dec=41.6346-label=0.png,0,0,0,0,49.7345,41.6346
107,PCC_Bg,2328,sdss_ra=49.6164_dec=41.4551-label=0.png,0,0,0,0,49.6164,41.4551
108,PCC_Bg,4318,sdss_ra=49.8615_dec=41.4943-label=0.png,0,0,0,0,49.8615,41.4943
109,PCC_Bg,1706,sdss_ra=49.5268_dec=41.3295-label=0.png,0,0,0,0,49.5268,41.3295
110,PCC_Bg,1432,sdss_ra=49.4854_dec=41.4154-label=0.png,0,0,0,0,49.4854,41.4154
111,PCC_Bg,1564,sdss_ra=49.5063_dec=41.5123-label=0.png,0,0,0,0,49.5063,41.5123
112,PCC_Bg,26,sdss_ra=49.2475_dec=41.3259-label=0.png,0,0,0,0,49.2475,41.3259
113,PCC_Bg,973,sdss_ra=49.4111_dec=41.4748-label=0.png,0,0,0,0,49.4111,41.4748
114,PCC_Bg,3530,sdss_ra=49.7624_dec=41.308-label=0.png,0,0,0,0,49.7624,41.308
115,PCC_Bg,1692,sdss_ra=49.5247_dec=41.4305-label=0.png,0,0,0,0,49.5247,41.4305
116,PCC_Mems,39,sdss_ra=49.2516_dec=41.3224-label=1.png,1,1,1,0,49.2516,41.3224
117,PCC_Mems,218,sdss_ra=49.2835_dec=41.3141-label=1.png,1,1,1,0,49.2835,41.3141
118,PCC_Mems,245,sdss_ra=49.2874_dec=41.4252-label=1.png,1,1,1,0,49.2874,41.4252
119,PCC_Mems,313,sdss_ra=49.3008_dec=41.3811-label=1.png,1,1,0,1,49.3008,41.3811
120,PCC_Mems,348,sdss_ra=49.3048_dec=41.3333-label=1.png,1,1,1,0,49.3048,41.3333
121,PCC_Mems,357,sdss_ra=49.3063_dec=41.2975-label=1.png,1,1,1,0,49.3063,41.2975
122,PCC_Mems,359,sdss_ra=49.3067_dec=41.4355-label=1.png,1,1,1,0,49.3067,41.4355
123,PCC_Mems,461,sdss_ra=49.3237_dec=41.4215-label=1.png,1,1,1,0,49.3237,41.4215
124,PCC_Mems,468,sdss_ra=49.3256_dec=41.4929-label=1.png,1,1,1,0,49.3256,41.4929
125,PCC_Mems,601,sdss_ra=49.3476_dec=41.47-label=1.png,1,1,1,0,49.3476,41.47
126,PCC_Mems,707,sdss_ra=49.3663_dec=41.3535-label=1.png,1,1,1,0,49.3663,41.3535
127,PCC_Mems,822,sdss_ra=49.387_dec=41.297-label=1.png,1,1,1,0,49.387,41.297
128,PCC_Mems,957,sdss_ra=49.4082_dec=41.3954-label=1.png,1,1,1,0,49.4082,41.3954
129,PCC_Mems,984,sdss_ra=49.4134_dec=41.5176-label=1.png,1,1,1,0,49.4134,41.5176
130,PCC_Mems,992,sdss_ra=49.4149_dec=41.5612-label=1.png,1,1,1,0,49.4149,41.5612
131,PCC_Mems,1066,sdss_ra=49.4273_dec=41.3231-label=1.png,1,1,1,0,49.4273,41.3231
132,PCC_Mems,1077,sdss_ra=49.4284_dec=41.5999-label=1.png,1,1,1,0,49.4284,41.5999
133,PCC_Mems,1100,sdss_ra=49.432_dec=41.3634-label=1.png,1,1,1,0,49.432,41.3634
134,PCC_Mems,1219,sdss_ra=49.4519_dec=41.4084-label=1.png,1,1,1,0,49.4519,41.4084
135,PCC_Mems,1281,sdss_ra=49.4615_dec=41.522-label=1.png,1,1,1,0,49.4615,41.522
136,PCC_Mems,1542,sdss_ra=49.5028_dec=41.2991-label=1.png,1,1,1,0,49.5028,41.2991
137,PCC_Mems,1576,sdss_ra=49.5078_dec=41.5578-label=1.png,1,1,1,0,49.5078,41.5578
138,PCC_Mems,1612,sdss_ra=49.5126_dec=41.5128-label=1.png,1,1,1,0,49.5126,41.5128
139,PCC_Mems,1627,sdss_ra=49.5154_dec=41.3231-label=1.png,1,1,0,1,49.5154,41.3231
140,PCC_Mems,1654,sdss_ra=49.5184_dec=41.3698-label=1.png,1,1,1,0,49.5184,41.3698
141,PCC_Mems,1683,sdss_ra=49.5231_dec=41.4355-label=1.png,1,1,1,0,49.5231,41.4355
142,PCC_Mems,1690,sdss_ra=49.5244_dec=41.5814-label=1.png,1,1,1,0,49.5244,41.5814
143,PCC_Mems,1735,sdss_ra=49.5308_dec=41.5539-label=1.png,1,1,1,0,49.5308,41.5539
144,PCC_Mems,1832,sdss_ra=49.5486_dec=41.6169-label=1.png,1,1,1,0,49.5486,41.6169
145,PCC_Mems,1841,sdss_ra=49.5502_dec=41.4233-label=1.png,1,1,1,0,49.5502,41.4233
146,PCC_Mems,1883,sdss_ra=49.557_dec=41.4616-label=1.png,1,1,1,0,49.557,41.4616
147,PCC_Mems,1936,sdss_ra=49.5667_dec=41.2776-label=1.png,1,1,1,0,49.5667,41.2776
148,PCC_Mems,1946,sdss_ra=49.568_dec=41.5799-label=1.png,1,1,1,0,49.568,41.5799
149,PCC_Mems,1983,sdss_ra=49.5741_dec=41.5031-label=1.png,1,1,1,0,49.5741,41.5031
150,PCC_Mems,2020,sdss_ra=49.5791_dec=41.6937-label=1.png,1,1,1,0,49.5791,41.6937
151,PCC_Mems,2038,sdss_ra=49.582_dec=41.2943-label=1.png,1,1,1,0,49.582,41.2943
152,PCC_Mems,2145,sdss_ra=49.5958_dec=41.2689-label=1.png,1,1,1,0,49.5958,41.2689
153,PCC_Mems,2171,sdss_ra=49.5992_dec=41.6442-label=1.png,1,1,0,1,49.5992,41.6442
154,PCC_Mems,2213,sdss_ra=49.6048_dec=41.5212-label=1.png,1,1,1,0,49.6048,41.5212
155,PCC_Mems,2240,sdss_ra=49.6078_dec=41.5452-label=1.png,1,1,1,0,49.6078,41.5452
156,PCC_Mems,2324,sdss_ra=49.6152_dec=41.3213-label=1.png,1,1,1,0,49.6152,41.3213
157,PCC_Mems,2331,sdss_ra=49.6169_dec=41.7091-label=1.png,1,1,1,0,49.6169,41.7091
158,PCC_Mems,2338,sdss_ra=49.6181_dec=41.286-label=1.png,1,1,1,0,49.6181,41.286
159,PCC_Mems,2392,sdss_ra=49.6241_dec=41.3027-label=1.png,1,1,1,0,49.6241,41.3027
160,PCC_Mems,2530,sdss_ra=49.6382_dec=41.2977-label=1.png,1,1,1,0,49.6382,41.2977
161,PCC_Mems,2545,sdss_ra=49.6396_dec=41.7522-label=1.png,1,1,1,0,49.6396,41.7522
162,PCC_Mems,2570,sdss_ra=49.6431_dec=41.4925-label=1.png,1,1,1,0,49.6431,41.4925
163,PCC_Mems,2753,sdss_ra=49.6673_dec=41.4173-label=1.png,1,1,1,0,49.6673,41.4173
164,PCC_Mems,2771,sdss_ra=49.6693_dec=41.2867-label=1.png,1,1,1,0,49.6693,41.2867
165,PCC_Mems,2773,sdss_ra=49.6694_dec=41.6242-label=1.png,1,1,1,0,49.6694,41.6242
166,PCC_Mems,2917,sdss_ra=49.6869_dec=41.6338-label=1.png,1,1,1,0,49.6869,41.6338
167,PCC_Mems,2958,sdss_ra=49.6925_dec=41.4049-label=1.png,1,1,1,0,49.6925,41.4049
168,PCC_Mems,2960,sdss_ra=49.6929_dec=41.6028-label=1.png,1,1,1,0,49.6929,41.6028
169,PCC_Mems,3009,sdss_ra=49.6991_dec=41.748-label=1.png,1,1,1,0,49.6991,41.748
170,PCC_Mems,3075,sdss_ra=49.7077_dec=41.5067-label=1.png,1,1,1,0,49.7077,41.5067
171,PCC_Mems,3115,sdss_ra=49.712_dec=41.6398-label=1.png,1,1,1,0,49.712,41.6398
172,PCC_Mems,3163,sdss_ra=49.7177_dec=41.2676-label=1.png,1,1,1,0,49.7177,41.2676
173,PCC_Mems,3204,sdss_ra=49.7227_dec=41.3095-label=1.png,1,1,1,0,49.7227,41.3095
174,PCC_Mems,3243,sdss_ra=49.727_dec=41.2225-label=1.png,1,1,1,0,49.727,41.2225
175,PCC_Mems,3302,sdss_ra=49.7333_dec=41.5787-label=1.png,1,1,1,0,49.7333,41.5787
176,PCC_Mems,3304,sdss_ra=49.7334_dec=41.6862-label=1.png,1,1,1,0,49.7334,41.6862
177,PCC_Mems,3315,sdss_ra=49.735_dec=41.2599-label=1.png,1,1,1,0,49.735,41.2599
178,PCC_Mems,3360,sdss_ra=49.7397_dec=41.359-label=1.png,1,1,1,0,49.7397,41.359
179,PCC_Mems,3365,sdss_ra=49.7405_dec=41.4161-label=1.png,1,1,1,0,49.7405,41.4161
180,PCC_Mems,3378,sdss_ra=49.7415_dec=41.6351-label=1.png,1,1,1,0,49.7415,41.6351
181,PCC_Mems,3400,sdss_ra=49.7454_dec=41.3209-label=1.png,1,1,1,0,49.7454,41.3209
182,PCC_Mems,3417,sdss_ra=49.7484_dec=41.4446-label=1.png,1,1,1,0,49.7484,41.4446
183,PCC_Mems,3443,sdss_ra=49.7516_dec=41.484-label=1.png,1,1,1,0,49.7516,41.484
184,PCC_Mems,3528,sdss_ra=49.7624_dec=41.5043-label=1.png,1,1,1,0,49.7624,41.5043
185,PCC_Mems,3660,sdss_ra=49.7817_dec=41.2523-label=1.png,1,1,1,0,49.7817,41.2523
186,PCC_Mems,3686,sdss_ra=49.7852_dec=41.5811-label=1.png,1,1,1,0,49.7852,41.5811
187,PCC_Mems,3722,sdss_ra=49.7895_dec=41.7047-label=1.png,1,1,1,0,49.7895,41.7047
188,PCC_Mems,3741,sdss_ra=49.7926_dec=41.6781-label=1.png,1,1,1,0,49.7926,41.6781
189,PCC_Mems,3748,sdss_ra=49.7935_dec=41.4936-label=1.png,1,1,1,0,49.7935,41.4936
190,PCC_Mems,3798,sdss_ra=49.7995_dec=41.7588-label=1.png,1,1,1,0,49.7995,41.7588
191,PCC_Mems,3918,sdss_ra=49.8124_dec=41.6778-label=1.png,1,1,1,0,49.8124,41.6778
192,PCC_Mems,3920,sdss_ra=49.8126_dec=41.2313-label=1.png,1,1,1,0,49.8126,41.2313
193,PCC_Mems,3962,sdss_ra=49.8178_dec=41.7537-label=1.png,1,1,1,0,49.8178,41.7537
194,PCC_Mems,4207,sdss_ra=49.8495_dec=41.6924-label=1.png,1,1,1,0,49.8495,41.6924
195,PCC_Mems,4215,sdss_ra=49.8501_dec=41.5332-label=1.png,1,1,1,0,49.8501,41.5332
196,PCC_Mems,4296,sdss_ra=49.8585_dec=41.2621-label=1.png,1,1,1,0,49.8585,41.2621
197,PCC_Mems,4329,sdss_ra=49.8627_dec=41.6082-label=1.png,1,1,1,0,49.8627,41.6082
198,PCC_Mems,4401,sdss_ra=49.8715_dec=41.7361-label=1.png,1,1,1,0,49.8715,41.7361
199,PCC_Mems,4498,sdss_ra=49.8823_dec=41.5225-label=1.png,1,1,1,0,49.8823,41.5225
200,PCC_Mems,4550,sdss_ra=49.8902_dec=41.5536-label=1.png,1,1,1,0,49.8902,41.5536
201,PCC_Mems,4607,sdss_ra=49.8969_dec=41.6179-label=1.png,1,1,1,0,49.8969,41.6179
202,PCC_Mems,4665,sdss_ra=49.9053_dec=41.486-label=1.png,1,1,1,0,49.9053,41.486
203,PCC_Mems,4742,sdss_ra=49.9145_dec=41.2779-label=1.png,1,1,1,0,49.9145,41.2779
204,PCC_Mems,4749,sdss_ra=49.9151_dec=41.5179-label=1.png,1,1,1,0,49.9151,41.5179
205,PCC_Mems,4770,sdss_ra=49.9175_dec=41.3292-label=1.png,1,1,1,0,49.9175,41.3292
206,PCC_Mems,4810,sdss_ra=49.9235_dec=41.4881-label=1.png,1,1,1,0,49.9235,41.4881
207,PCC_Mems,4815,sdss_ra=49.9248_dec=41.4995-label=1.png,1,1,1,0,49.9248,41.4995
208,PCC_Mems,4866,sdss_ra=49.9317_dec=41.7131-label=1.png,1,1,1,0,49.9317,41.7131
209,PCC_Mems,4875,sdss_ra=49.9326_dec=41.457-label=1.png,1,1,1,0,49.9326,41.457
210,PCC_Mems,4899,sdss_ra=49.936_dec=41.4465-label=1.png,1,1,1,0,49.936,41.4465
211,PCC_Mems,4978,sdss_ra=49.9449_dec=41.5293-label=1.png,1,1,1,0,49.9449,41.5293
212,PCC_Mems,4980,sdss_ra=49.9453_dec=41.3786-label=1.png,1,1,1,0,49.9453,41.3786
213,PCC_Mems,5046,sdss_ra=49.9523_dec=41.5579-label=1.png,1,1,1,0,49.9523,41.5579
214,PCC_Mems,5062,sdss_ra=49.9538_dec=41.5834-label=1.png,1,1,1,0,49.9538,41.5834
215,PCC_Mems,5094,sdss_ra=49.9574_dec=41.3299-label=1.png,1,1,1,0,49.9574,41.3299
216,PCC_Mems,5095,sdss_ra=49.9575_dec=41.6693-label=1.png,1,1,1,0,49.9575,41.6693
217,PCC_Mems,5135,sdss_ra=49.9635_dec=41.5354-label=1.png,1,1,1,0,49.9635,41.5354
218,PCC_Mems,5136,sdss_ra=49.9636_dec=41.3097-label=1.png,1,1,1,0,49.9636,41.3097
219,PCC_Mems,5146,sdss_ra=49.9656_dec=41.3923-label=1.png,1,1,1,0,49.9656,41.3923
220,PCC_Mems,5155,sdss_ra=49.967_dec=41.2598-label=1.png,1,1,1,0,49.967,41.2598
221,PCC_Mems,5156,sdss_ra=49.9672_dec=41.648-label=1.png,1,1,1,0,49.9672,41.648
222,PCC_Mems,5162,sdss_ra=49.9686_dec=41.5498-label=1.png,1,1,1,0,49.9686,41.5498
223,PCC_Mems,5168,sdss_ra=49.9705_dec=41.6088-label=1.png,1,1,1,0,49.9705,41.6088
224,PCC_Mems,5195,sdss_ra=49.9756_dec=41.3089-label=1.png,1,1,1,0,49.9756,41.3089
225,PCC_Mems,5338,sdss_ra=49.9932_dec=41.5479-label=1.png,1,1,1,0,49.9932,41.5479
226,PCC_Mems,5357,sdss_ra=49.9947_dec=41.75-label=1.png,1,1,1,0,49.9947,41.75
227,PCC_Mems,5373,sdss_ra=49.9967_dec=41.3092-label=1.png,1,1,1,0,49.9967,41.3092
228,PCC_Mems,4501,sdss_ra=49.8825_dec=41.7447-label=1.png,1,1,1,0,49.8825,41.7447
229,PCC_Mems,4931,sdss_ra=49.9387_dec=41.2544-label=1.png,1,1,1,0,49.9387,41.2544
230,Spec_Bg,2,sdss_ra=50.0299197642029_dec=41.552969242595-label=0.png,0,0,0,0,50.0299197642029,41.552969242595
231,Spec_Bg,3,sdss_ra=49.9883305149312_dec=41.4458746990913-label=0.png,0,0,0,0,49.9883305149312,41.4458746990913
232,Spec_Bg,9,sdss_ra=49.822002444993_dec=41.5762271268554-label=0.png,0,0,0,0,49.822002444993,41.5762271268554
233,Spec_Bg,14,sdss_ra=49.7836819044895_dec=41.5217218861315-label=0.png,0,0,0,0,49.7836819044895,41.5217218861315
234,Spec_Bg,25,sdss_ra=49.7712214276737_dec=41.4702044779128-label=0.png,0,0,0,0,49.7712214276737,41.4702044779128
235,Spec_Bg,26,sdss_ra=50.0308283659175_dec=41.3882932987744-label=0.png,0,0,0,0,50.0308283659175,41.3882932987744
236,Spec_Bg,42,sdss_ra=50.0039643129297_dec=41.3409569288291-label=0.png,0,0,0,0,50.0039643129297,41.3409569288291
237,Spec_Bg,43,sdss_ra=50.193912182851_dec=41.5120604175913-label=0.png,0,0,0,0,50.193912182851,41.5120604175913
238,Spec_Bg,48,sdss_ra=50.1886404627776_dec=41.5706873310953-label=0.png,0,0,0,0,50.1886404627776,41.5706873310953
239,Spec_Bg,57,sdss_ra=50.1240046283114_dec=41.6598757568739-label=0.png,0,0,0,0,50.1240046283114,41.6598757568739
240,Spec_Bg,63,sdss_ra=49.6732849511774_dec=41.5693368326331-label=0.png,0,0,0,0,49.6732849511774,41.5693368326331
241,Spec_Bg,65,sdss_ra=49.8831911264325_dec=41.3042338061537-label=0.png,0,0,0,0,49.8831911264325,41.3042338061537
242,Spec_Bg,80,sdss_ra=49.7701555813497_dec=41.7192215795183-label=0.png,0,0,0,0,49.7701555813497,41.7192215795183
